control_date,candidate_universe_id,candidate_symbol_count,source_family,required_variable_anchors,required_output,status,blocking_reason
2014-12-10,retrospective-samplefirms:2014-12-10,13,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2014-12-15,retrospective-samplefirms:2014-12-15,3,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2014-12-15,retrospective-samplefirms:2014-12-15,3,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2014-12-15,retrospective-samplefirms:2014-12-15,3,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2014-12-15,retrospective-samplefirms:2014-12-15,3,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2014-12-15,retrospective-samplefirms:2014-12-15,3,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2014-12-15,retrospective-samplefirms:2014-12-15,3,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2014-12-15,retrospective-samplefirms:2014-12-15,3,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-20,retrospective-samplefirms:2015-01-20,14,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-20,retrospective-samplefirms:2015-01-20,14,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-20,retrospective-samplefirms:2015-01-20,14,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-20,retrospective-samplefirms:2015-01-20,14,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-20,retrospective-samplefirms:2015-01-20,14,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-20,retrospective-samplefirms:2015-01-20,14,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-20,retrospective-samplefirms:2015-01-20,14,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-21,retrospective-samplefirms:2015-01-21,8,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-21,retrospective-samplefirms:2015-01-21,8,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-21,retrospective-samplefirms:2015-01-21,8,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-21,retrospective-samplefirms:2015-01-21,8,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-21,retrospective-samplefirms:2015-01-21,8,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-21,retrospective-samplefirms:2015-01-21,8,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-21,retrospective-samplefirms:2015-01-21,8,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-22,retrospective-samplefirms:2015-01-22,27,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-22,retrospective-samplefirms:2015-01-22,27,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-22,retrospective-samplefirms:2015-01-22,27,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-22,retrospective-samplefirms:2015-01-22,27,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-22,retrospective-samplefirms:2015-01-22,27,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-22,retrospective-samplefirms:2015-01-22,27,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-22,retrospective-samplefirms:2015-01-22,27,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-27,retrospective-samplefirms:2015-01-27,37,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-27,retrospective-samplefirms:2015-01-27,37,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-27,retrospective-samplefirms:2015-01-27,37,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-27,retrospective-samplefirms:2015-01-27,37,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-27,retrospective-samplefirms:2015-01-27,37,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-27,retrospective-samplefirms:2015-01-27,37,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-27,retrospective-samplefirms:2015-01-27,37,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-28,retrospective-samplefirms:2015-01-28,43,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-28,retrospective-samplefirms:2015-01-28,43,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-28,retrospective-samplefirms:2015-01-28,43,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-28,retrospective-samplefirms:2015-01-28,43,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-28,retrospective-samplefirms:2015-01-28,43,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-28,retrospective-samplefirms:2015-01-28,43,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-28,retrospective-samplefirms:2015-01-28,43,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-29,retrospective-samplefirms:2015-01-29,62,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-29,retrospective-samplefirms:2015-01-29,62,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-29,retrospective-samplefirms:2015-01-29,62,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-29,retrospective-samplefirms:2015-01-29,62,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-29,retrospective-samplefirms:2015-01-29,62,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-29,retrospective-samplefirms:2015-01-29,62,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-01-29,retrospective-samplefirms:2015-01-29,62,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-02,retrospective-samplefirms:2015-02-02,8,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-02,retrospective-samplefirms:2015-02-02,8,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-02,retrospective-samplefirms:2015-02-02,8,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-02,retrospective-samplefirms:2015-02-02,8,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-02,retrospective-samplefirms:2015-02-02,8,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-02,retrospective-samplefirms:2015-02-02,8,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-02,retrospective-samplefirms:2015-02-02,8,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-03,retrospective-samplefirms:2015-02-03,28,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-03,retrospective-samplefirms:2015-02-03,28,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-03,retrospective-samplefirms:2015-02-03,28,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-03,retrospective-samplefirms:2015-02-03,28,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-03,retrospective-samplefirms:2015-02-03,28,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-03,retrospective-samplefirms:2015-02-03,28,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-03,retrospective-samplefirms:2015-02-03,28,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-04,retrospective-samplefirms:2015-02-04,36,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-04,retrospective-samplefirms:2015-02-04,36,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-04,retrospective-samplefirms:2015-02-04,36,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-04,retrospective-samplefirms:2015-02-04,36,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-04,retrospective-samplefirms:2015-02-04,36,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-04,retrospective-samplefirms:2015-02-04,36,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-04,retrospective-samplefirms:2015-02-04,36,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-05,retrospective-samplefirms:2015-02-05,42,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-05,retrospective-samplefirms:2015-02-05,42,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-05,retrospective-samplefirms:2015-02-05,42,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-05,retrospective-samplefirms:2015-02-05,42,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-05,retrospective-samplefirms:2015-02-05,42,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-05,retrospective-samplefirms:2015-02-05,42,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-05,retrospective-samplefirms:2015-02-05,42,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-10,retrospective-samplefirms:2015-02-10,24,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-10,retrospective-samplefirms:2015-02-10,24,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-10,retrospective-samplefirms:2015-02-10,24,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-10,retrospective-samplefirms:2015-02-10,24,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-10,retrospective-samplefirms:2015-02-10,24,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-10,retrospective-samplefirms:2015-02-10,24,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-10,retrospective-samplefirms:2015-02-10,24,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-11,retrospective-samplefirms:2015-02-11,31,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-11,retrospective-samplefirms:2015-02-11,31,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-11,retrospective-samplefirms:2015-02-11,31,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-11,retrospective-samplefirms:2015-02-11,31,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-11,retrospective-samplefirms:2015-02-11,31,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-11,retrospective-samplefirms:2015-02-11,31,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-11,retrospective-samplefirms:2015-02-11,31,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-12,retrospective-samplefirms:2015-02-12,34,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-12,retrospective-samplefirms:2015-02-12,34,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-12,retrospective-samplefirms:2015-02-12,34,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-12,retrospective-samplefirms:2015-02-12,34,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-12,retrospective-samplefirms:2015-02-12,34,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-12,retrospective-samplefirms:2015-02-12,34,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-12,retrospective-samplefirms:2015-02-12,34,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-17,retrospective-samplefirms:2015-02-17,16,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-17,retrospective-samplefirms:2015-02-17,16,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-17,retrospective-samplefirms:2015-02-17,16,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-17,retrospective-samplefirms:2015-02-17,16,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-17,retrospective-samplefirms:2015-02-17,16,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-17,retrospective-samplefirms:2015-02-17,16,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-17,retrospective-samplefirms:2015-02-17,16,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-18,retrospective-samplefirms:2015-02-18,22,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-18,retrospective-samplefirms:2015-02-18,22,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-18,retrospective-samplefirms:2015-02-18,22,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-18,retrospective-samplefirms:2015-02-18,22,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-18,retrospective-samplefirms:2015-02-18,22,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-18,retrospective-samplefirms:2015-02-18,22,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-18,retrospective-samplefirms:2015-02-18,22,THOMSON_REUTERS_13F,IO,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-19,retrospective-samplefirms:2015-02-19,25,CRSP,lnMCAP|Beta_SPY|invPRC,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-19,retrospective-samplefirms:2015-02-19,25,IBES,lnnumest,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-19,retrospective-samplefirms:2015-02-19,25,TAQ,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-19,retrospective-samplefirms:2015-02-19,25,RAVENPACK,ln_Story_Count_Relevant,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-19,retrospective-samplefirms:2015-02-19,25,MARKIT,DCBS,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
2015-02-19,retrospective-samplefirms:2015-02-19,25,OPTIONMETRICS,,point-in-time source coverage receipt plus required covariate facts,EXTERNAL_DATA_REQUIRED,AUTHORIZED_POINT_IN_TIME_SOURCE_NOT_LOADED
